Date,State,TotalSamples,Negative,Positive
2020-04-17,Andaman and Nicobar Islands,1403,1210,12
2020-04-24,Andaman and Nicobar Islands,2679,,27
2020-04-27,Andaman and Nicobar Islands,2848,,33
2020-05-01,Andaman and Nicobar Islands,3754,,33
2020-05-16,Andaman and Nicobar Islands,6677,,33
2020-05-22,Andaman and Nicobar Islands,7263,7167,33
2020-04-02,Andhra Pradesh,1800,1175,132
2020-04-10,Andhra Pradesh,6374,6009,365
2020-04-11,Andhra Pradesh,6958,6577,381
2020-04-12,Andhra Pradesh,6958,6553,405
2020-04-13,Andhra Pradesh,8755,8323,432
2020-04-14,Andhra Pradesh,10505,10032,473
2020-04-15,Andhra Pradesh,11613,11088,525
2020-04-16,Andhra Pradesh,20235,19701,534
2020-04-17,Andhra Pradesh,20235,,572
2020-04-18,Andhra Pradesh,21450,20487,603
2020-04-19,Andhra Pradesh,26958,26311,647
2020-04-20,Andhra Pradesh,30733,30011,722
2020-04-21,Andhra Pradesh,35755,34998,757
2020-04-22,Andhra Pradesh,41512,40699,813
2020-04-23,Andhra Pradesh,48032,47139,893
2020-04-24,Andhra Pradesh,54338,53383,955
2020-04-25,Andhra Pradesh,61266,60250,1016
2020-04-26,Andhra Pradesh,68034,66937,1097
2020-04-27,Andhra Pradesh,74551,73374,1177
2020-04-28,Andhra Pradesh,80334,79075,1259
2020-04-29,Andhra Pradesh,88061,86729,1332
2020-04-30,Andhra Pradesh,94558,93155,1403
2020-05-01,Andhra Pradesh,102460,100997,1463
2020-05-02,Andhra Pradesh,108403,106878,1525
2020-05-03,Andhra Pradesh,114937,113354,1583
2020-05-04,Andhra Pradesh,125229,123579,1650
2020-05-05,Andhra Pradesh,133492,131775,1717
2020-05-06,Andhra Pradesh,141274,139497,1777
2020-05-07,Andhra Pradesh,149361,147528,1833
2020-05-08,Andhra Pradesh,156681,154794,1887
2020-05-09,Andhra Pradesh,165069,163139,1930
2020-05-10,Andhra Pradesh,173735,171755,1980
2020-05-11,Andhra Pradesh,181144,179126,2018
2020-05-12,Andhra Pradesh,191874,189823,2051
2020-05-13,Andhra Pradesh,201196,199059,2137
2020-05-14,Andhra Pradesh,210452,208247,2100
2020-05-15,Andhra Pradesh,219490,217183,2157
2020-05-17,Andhra Pradesh,238998,236618,2230
2020-05-18,Andhra Pradesh,248771,246279,2282
2020-05-19,Andhra Pradesh,258450,255961,2339
2020-05-20,Andhra Pradesh,267612,265052,2407
2020-05-21,Andhra Pradesh,275704,273099,2452
2020-05-22,Andhra Pradesh,284119,281452,2514
2020-05-23,Andhra Pradesh,292969,290255,2561
2020-05-24,Andhra Pradesh,304326,301529,2627
2020-05-25,Andhra Pradesh,314566,311680,2671
2020-05-26,Andhra Pradesh,322714,319731,2719
2020-05-27,Andhra Pradesh,332378,329261,2787
2020-05-28,Andhra Pradesh,342236,338991,2841
2020-05-29,Andhra Pradesh,353874,350544,2874
2020-05-30,Andhra Pradesh,363378,359917,2944
2020-05-31,Andhra Pradesh,372748,369177,3045
2020-06-01,Andhra Pradesh,383315,379639,3118
2020-06-02,Andhra Pradesh,395681,391890,3200
2020-06-03,Andhra Pradesh,403747,399776,3279
2020-06-04,Andhra Pradesh,413733,409621,3377
2020-06-05,Andhra Pradesh,423564,419314,3427
2020-06-06,Andhra Pradesh,436335,431875,3588
2020-04-09,Arunachal Pradesh,206,185,1
2020-04-14,Arunachal Pradesh,280,250,1
2020-04-17,Arunachal Pradesh,363,338,1
2020-04-18,Arunachal Pradesh,389,358,1
2020-04-20,Arunachal Pradesh,439,405,1
2020-04-21,Arunachal Pradesh,454,433,1
2020-04-22,Arunachal Pradesh,496,441,2
2020-04-24,Arunachal Pradesh,526,508,2
2020-04-26,Arunachal Pradesh,568,529,2
2020-04-27,Arunachal Pradesh,584,566,2
2020-04-28,Arunachal Pradesh,610,581,2
2020-04-29,Arunachal Pradesh,662,595,2
2020-04-30,Arunachal Pradesh,694,656,2
2020-05-01,Arunachal Pradesh,724,692,2
2020-05-03,Arunachal Pradesh,810,761,2
2020-05-04,Arunachal Pradesh,869,762,2
2020-05-05,Arunachal Pradesh,970,814,2
2020-05-06,Arunachal Pradesh,1039,857,2
2020-05-07,Arunachal Pradesh,1144,952,2
2020-05-08,Arunachal Pradesh,1354,1015,2
2020-05-09,Arunachal Pradesh,1597,1266,2
2020-05-10,Arunachal Pradesh,1823,1363,2
2020-05-11,Arunachal Pradesh,2078,1538,2
2020-05-12,Arunachal Pradesh,2257,1798,2
2020-05-13,Arunachal Pradesh,2483,1902,2
2020-05-14,Arunachal Pradesh,2677,2233,2
2020-05-15,Arunachal Pradesh,2942,2546,2
2020-05-16,Arunachal Pradesh,3163,2861,2
2020-05-17,Arunachal Pradesh,3349,2966,2
2020-05-18,Arunachal Pradesh,3662,3166,2
2020-05-19,Arunachal Pradesh,3941,3392,2
2020-05-20,Arunachal Pradesh,4157,3710,2
2020-05-21,Arunachal Pradesh,4438,3963,2
2020-05-22,Arunachal Pradesh,4844,4211,2
2020-05-23,Arunachal Pradesh,5206,4340,2
2020-05-24,Arunachal Pradesh,5428,4552,2
2020-05-25,Arunachal Pradesh,5997,4941,2
2020-05-26,Arunachal Pradesh,6319,5083,2
2020-05-27,Arunachal Pradesh,6436,5405,2
2020-05-28,Arunachal Pradesh,6984,5677,3
2020-05-29,Arunachal Pradesh,7488,6268,3
2020-05-30,Arunachal Pradesh,8017,6675,4
2020-05-31,Arunachal Pradesh,8283,7012,4
2020-06-01,Arunachal Pradesh,8768,7528,22
2020-06-02,Arunachal Pradesh,9079,7806,28
2020-06-03,Arunachal Pradesh,9551,7927,38
2020-06-04,Arunachal Pradesh,10025,8552,43
2020-06-05,Arunachal Pradesh,10790,8877,46
2020-06-06,Arunachal Pradesh,11261,9350,49
2020-04-02,Assam,962,819,16
2020-04-10,Assam,2863,2685,29
2020-04-11,Assam,3011,2842,29
2020-04-12,Assam,3138,2973,29
2020-04-14,Assam,3491,3267,31
2020-04-15,Assam,3613,3492,32
2020-04-16,Assam,4108,3803,34
2020-04-17,Assam,4236,4024,34
2020-04-18,Assam,4400,4199,34
2020-04-19,Assam,4865,4584,34
2020-04-20,Assam,5112,4937,34
2020-04-21,Assam,5514,5245,34
2020-04-24,Assam,6680,6391,35
2020-04-25,Assam,7159,6781,35
2020-04-26,Assam,7823,7474,35
2020-04-27,Assam,8117,7985,35
2020-04-29,Assam,9520,8771,37
2020-05-02,Assam,11623,10499,42
2020-05-04,Assam,12775,11764,42
2020-05-05,Assam,13442,12533,43
2020-05-09,Assam,16167,15076,59
2020-05-10,Assam,18002,16236,62
2020-05-11,Assam,19589,17813,64
2020-05-12,Assam,21791,19211,64
2020-05-14,Assam,25824,23178,86
2020-05-15,Assam,28178,25431,86
2020-05-16,Assam,31276,28332,91
2020-05-17,Assam,34376,32035,97
2020-05-18,Assam,37898,35159,106
2020-05-19,Assam,41116,38138,141
2020-05-20,Assam,47084,42729,170
2020-05-21,Assam,51730,46442,203
2020-05-22,Assam,55791,50450,259
2020-05-23,Assam,60405,54185,329
2020-05-24,Assam,66444,58972,378
2020-05-25,Assam,70029,62244,526
2020-05-26,Assam,72654,66562,616
2020-05-29,Assam,92390,84933,1024
2020-05-30,Assam,101257,91248,1185
2020-05-31,Assam,109097,101006,1272
2020-06-02,Assam,120375,111229,1513
2020-06-03,Assam,126726,117650,1672
2020-06-04,Assam,133029,122618,1988
2020-06-06,Assam,146605,136154,2397
2020-04-05,Bihar,3037,2299,32
2020-04-05,Bihar,3037,2299,32
2020-04-08,Bihar,4596,,38
2020-04-09,Bihar,4991,,43
2020-04-10,Bihar,5457,,60
2020-04-11,Bihar,6250,,61
2020-04-12,Bihar,6703,,64
2020-04-13,Bihar,7263,,65
2020-04-14,Bihar,7727,,62
2020-04-15,Bihar,8263,,66
2020-04-16,Bihar,8846,,72
2020-04-17,Bihar,9486,,83
2020-04-18,Bihar,10130,,85
2020-04-19,Bihar,10745,,92
2020-04-20,Bihar,11319,,96
2020-04-21,Bihar,11999,,115
2020-04-22,Bihar,12978,,136
2020-04-23,Bihar,13785,,148
2020-04-24,Bihar,14924,,176
2020-04-25,Bihar,15885,,238
2020-04-26,Bihar,17041,,255
2020-04-27,Bihar,18179,,328
2020-04-28,Bihar,19790,,346
2020-04-29,Bihar,21180,,383
2020-04-30,Bihar,22672,,409
2020-05-01,Bihar,24118,,466
2020-05-02,Bihar,25724,,476
2020-05-03,Bihar,26951,,485
2020-05-04,Bihar,28345,,525
2020-05-05,Bihar,28791,,529
2020-05-06,Bihar,29328,,539
2020-05-07,Bihar,29841,,547
2020-05-08,Bihar,30320,,564
2020-05-09,Bihar,31552,,585
2020-05-10,Bihar,32670,,653
2020-05-11,Bihar,34662,,714
2020-05-12,Bihar,37430,,796
2020-05-13,Bihar,39149,,909
2020-05-14,Bihar,40782,,970
2020-05-15,Bihar,42645,,1010
2020-05-16,Bihar,44340,,1083
2020-05-17,Bihar,45729,,1193
2020-05-18,Bihar,46996,,1391
2020-05-19,Bihar,50563,,1495
2020-05-20,Bihar,53361,,1607
2020-05-21,Bihar,55692,,1881
2020-05-22,Bihar,58481,,2098
2020-05-23,Bihar,61220,,2344
2020-05-24,Bihar,63741,,2507
2020-05-27,Bihar,68262,,3010
2020-05-28,Bihar,70275,,3106
2020-05-29,Bihar,72256,,3276
2020-05-30,Bihar,73929,,3511
2020-05-31,Bihar,75737,,3692
2020-06-01,Bihar,78090,,3872
2020-06-02,Bihar,81413,,4049
2020-06-03,Bihar,84729,,4273
2020-06-04,Bihar,88313,,4420
2020-06-05,Bihar,91903,,4551
2020-06-06,Bihar,95473,,4745
2020-04-02,Chandigarh,124,98,18
2020-04-08,Chandigarh,184,162,18
2020-04-10,Chandigarh,223,199,19
2020-04-11,Chandigarh,264,223,19
2020-04-12,Chandigarh,279,247,21
2020-04-13,Chandigarh,296,263,21
2020-04-14,Chandigarh,309,285,21
2020-04-15,Chandigarh,317,293,21
2020-04-16,Chandigarh,337,315,21
2020-04-17,Chandigarh,358,335,21
2020-04-18,Chandigarh,381,348,23
2020-04-19,Chandigarh,430,388,26
2020-04-20,Chandigarh,453,417,26
2020-04-21,Chandigarh,497,445,27
2020-04-22,Chandigarh,529,492,27
2020-04-23,Chandigarh,599,557,27
2020-04-24,Chandigarh,638,603,27
2020-04-25,Chandigarh,734,668,28
2020-04-26,Chandigarh,756,677,30
2020-04-27,Chandigarh,843,777,40
2020-04-28,Chandigarh,924,857,56
2020-04-29,Chandigarh,1012,922,67
2020-04-30,Chandigarh,1147,1022,74
2020-05-01,Chandigarh,1252,1131,88
2020-05-02,Chandigarh,1462,1339,94
2020-05-03,Chandigarh,1616,1491,97
2020-05-04,Chandigarh,1678,1545,102
2020-05-05,Chandigarh,1713,1576,115
2020-05-06,Chandigarh,1785,1641,120
2020-05-07,Chandigarh,1845,1698,129
2020-05-08,Chandigarh,1913,1748,146
2020-05-09,Chandigarh,2055,1871,169
2020-05-10,Chandigarh,2142,1947,173
2020-05-11,Chandigarh,2177,1978,173
2020-05-12,Chandigarh,2276,2069,187
2020-05-13,Chandigarh,2420,2206,189
2020-05-14,Chandigarh,2505,2299,191
2020-05-15,Chandigarh,2586,2383,191
2020-05-16,Chandigarh,2718,2513,191
2020-05-17,Chandigarh,2812,2604,191
2020-05-18,Chandigarh,2892,2663,196
2020-05-19,Chandigarh,3031,2783,199
2020-05-21,Chandigarh,3369,3125,216
2020-05-22,Chandigarh,3531,3234,219
2020-05-23,Chandigarh,3749,3390,225
2020-05-24,Chandigarh,3904,3514,238
2020-05-25,Chandigarh,4089,3695,266
2020-05-26,Chandigarh,4207,3828,278
2020-05-27,Chandigarh,4332,3991,279
2020-05-28,Chandigarh,4467,4138,289
2020-05-29,Chandigarh,4543,4222,289
2020-05-30,Chandigarh,4654,4342,289
2020-05-31,Chandigarh,4785,4478,293
2020-06-01,Chandigarh,4816,4495,294
2020-06-02,Chandigarh,4902,4573,301
2020-06-03,Chandigarh,4977,4658,301
2020-06-04,Chandigarh,5059,4735,302
2020-06-05,Chandigarh,5121,4793,309
2020-06-06,Chandigarh,5237,4906,309
2020-04-02,Chhattisgarh,1232,921,9
2020-04-10,Chhattisgarh,3473,3322,18
2020-04-11,Chhattisgarh,3858,3503,18
2020-04-12,Chhattisgarh,3945,3856,31
2020-04-13,Chhattisgarh,4377,3969,31
2020-04-14,Chhattisgarh,4812,4319,33
2020-04-15,Chhattisgarh,5122,4878,33
2020-04-16,Chhattisgarh,5519,5168,33
2020-04-17,Chhattisgarh,5776,5484,36
2020-04-18,Chhattisgarh,5776,5484,36
2020-04-19,Chhattisgarh,6675,6086,36
2020-04-20,Chhattisgarh,7601,7029,36
2020-04-21,Chhattisgarh,8272,7555,36
2020-04-22,Chhattisgarh,9220,8296,36
2020-04-23,Chhattisgarh,10346,9206,36
2020-04-24,Chhattisgarh,11386,10213,36
2020-04-25,Chhattisgarh,12596,11168,37
2020-04-26,Chhattisgarh,13786,12406,37
2020-04-27,Chhattisgarh,14987,13882,37
2020-04-28,Chhattisgarh,15737,14953,38
2020-04-29,Chhattisgarh,16546,15658,38
2020-04-30,Chhattisgarh,17541,16602,40
2020-05-01,Chhattisgarh,18039,17199,43
2020-05-03,Chhattisgarh,19902,18848,57
2020-05-05,Chhattisgarh,21323,20300,58
2020-05-06,Chhattisgarh,22188,20873,59
2020-05-08,Chhattisgarh,23629,22509,59
2020-05-09,Chhattisgarh,24506,23326,59
2020-05-10,Chhattisgarh,25282,24186,59
2020-05-12,Chhattisgarh,27339,25741,59
2020-05-13,Chhattisgarh,28837,27012,59
2020-05-14,Chhattisgarh,29697,28234,59
2020-05-15,Chhattisgarh,31341,29812,66
2020-05-16,Chhattisgarh,32678,31275,67
2020-05-18,Chhattisgarh,36606,34656,93
2020-05-19,Chhattisgarh,39010,36586,100
2020-05-21,Chhattisgarh,45522,42618,128
2020-05-22,Chhattisgarh,48116,45022,172
2020-05-23,Chhattisgarh,49763,46894,214
2020-05-25,Chhattisgarh,55022,52598,292
2020-05-26,Chhattisgarh,57479,55539,360
2020-05-27,Chhattisgarh,59320,57283,364
2020-05-28,Chhattisgarh,61771,59585,398
2020-05-29,Chhattisgarh,63992,62983,415
2020-05-30,Chhattisgarh,66417,64762,447
2020-05-31,Chhattisgarh,69152,67268,492
2020-06-01,Chhattisgarh,74696,73294,545
2020-06-02,Chhattisgarh,77168,75151,567
2020-06-03,Chhattisgarh,80416,77639,626
2020-06-04,Chhattisgarh,82941,79452,773
2020-06-05,Chhattisgarh,85743,82083,863
2020-06-06,Chhattisgarh,89392,84517,923
2020-04-09,Dadra and Nagar Haveli and Daman and Diu,80,80,0
2020-04-10,Dadra and Nagar Haveli and Daman and Diu,130,130,0
2020-04-11,Dadra and Nagar Haveli and Daman and Diu,211,211,0
2020-04-15,Dadra and Nagar Haveli and Daman and Diu,356,356,0
2020-04-16,Dadra and Nagar Haveli and Daman and Diu,382,382,0
2020-04-21,Dadra and Nagar Haveli and Daman and Diu,474,474,0
2020-04-22,Dadra and Nagar Haveli and Daman and Diu,674,674,0
2020-04-23,Dadra and Nagar Haveli and Daman and Diu,913,913,0
2020-04-25,Dadra and Nagar Haveli and Daman and Diu,1386,1386,0
2020-04-26,Dadra and Nagar Haveli and Daman and Diu,1901,1901,0
2020-04-27,Dadra and Nagar Haveli and Daman and Diu,2379,2379,0
2020-04-29,Dadra and Nagar Haveli and Daman and Diu,2921,2921,0
2020-04-30,Dadra and Nagar Haveli and Daman and Diu,3464,3464,0
2020-05-01,Dadra and Nagar Haveli and Daman and Diu,4003,4003,0
2020-05-03,Dadra and Nagar Haveli and Daman and Diu,4328,4328,0
2020-05-04,Dadra and Nagar Haveli and Daman and Diu,4434,4434,0
2020-05-05,Dadra and Nagar Haveli and Daman and Diu,4781,4780,1
2020-05-06,Dadra and Nagar Haveli and Daman and Diu,4967,4966,1
2020-05-07,Dadra and Nagar Haveli and Daman and Diu,5272,5271,1
2020-05-08,Dadra and Nagar Haveli and Daman and Diu,5430,5429,1
2020-05-10,Dadra and Nagar Haveli and Daman and Diu,5581,5580,1
2020-05-11,Dadra and Nagar Haveli and Daman and Diu,5763,5762,1
2020-05-12,Dadra and Nagar Haveli and Daman and Diu,5977,5976,1
2020-05-13,Dadra and Nagar Haveli and Daman and Diu,6294,6293,1
2020-05-14,Dadra and Nagar Haveli and Daman and Diu,6554,6553,1
2020-05-15,Dadra and Nagar Haveli and Daman and Diu,6916,6915,1
2020-05-17,Dadra and Nagar Haveli and Daman and Diu,7157,7156,1
2020-05-18,Dadra and Nagar Haveli and Daman and Diu,7571,7570,1
2020-05-19,Dadra and Nagar Haveli and Daman and Diu,7829,7828,1
2020-05-20,Dadra and Nagar Haveli and Daman and Diu,8137,8136,1
2020-05-21,Dadra and Nagar Haveli and Daman and Diu,8456,8455,1
2020-05-22,Dadra and Nagar Haveli and Daman and Diu,8979,8978,1
2020-05-23,Dadra and Nagar Haveli and Daman and Diu,9298,9296,2
2020-05-24,Dadra and Nagar Haveli and Daman and Diu,9678,9676,2
2020-05-25,Dadra and Nagar Haveli and Daman and Diu,10085,10083,2
2020-05-26,Dadra and Nagar Haveli and Daman and Diu,10388,10386,2
2020-05-27,Dadra and Nagar Haveli and Daman and Diu,10872,10870,2
2020-05-28,Dadra and Nagar Haveli and Daman and Diu,11177,11175,2
2020-05-29,Dadra and Nagar Haveli and Daman and Diu,11477,11475,2
2020-06-01,Dadra and Nagar Haveli and Daman and Diu,11693,11690,3
2020-06-03,Dadra and Nagar Haveli and Daman and Diu,12064,12052,12
2020-06-04,Dadra and Nagar Haveli and Daman and Diu,12375,12361,14
2020-06-05,Dadra and Nagar Haveli and Daman and Diu,13667,13653,14
2020-06-06,Dadra and Nagar Haveli and Daman and Diu,14780,14761,19
2020-04-01,Delhi,2621,,
2020-04-07,Delhi,9041,7308,576
2020-04-09,Delhi,9968,8643,720
2020-04-10,Delhi,11061,9662,903
2020-04-11,Delhi,11709,10218,1069
2020-04-12,Delhi,14036,11748,1154
2020-04-13,Delhi,15032,12283,1510
2020-04-14,Delhi,16282,13748,1561
2020-04-15,Delhi,16605,13865,1578
2020-04-16,Delhi,18784,14692,1640
2020-04-17,Delhi,21409,16899,1707
2020-04-18,Delhi,22283,17449,1893
2020-04-19,Delhi,24387,19393,2003
2020-04-20,Delhi,25900,20712,2081
2020-04-21,Delhi,26627,21810,2156
2020-04-22,Delhi,28309,22713,2248
2020-04-23,Delhi,30560,24538,2375
2020-04-24,Delhi,33672,26552,2514
2020-04-25,Delhi,35519,28693,2625
2020-04-26,Delhi,37613,31919,2918
2020-04-27,Delhi,39911,34145,3108
2020-04-28,Delhi,43370,36195,3314
2020-04-29,Delhi,47225,39920,3439
2020-05-02,Delhi,58210,,4122
2020-05-03,Delhi,60246,,4549
2020-05-04,Delhi,64108,,4898
2020-05-05,Delhi,67852,,5104
2020-05-06,Delhi,71934,,5532
2020-05-07,Delhi,77234,,5980
2020-05-08,Delhi,81367,,6318
2020-05-09,Delhi,84226,,6542
2020-05-10,Delhi,93810,,6923
2020-05-11,Delhi,97678,,7233
2020-05-12,Delhi,106109,,7639
2020-05-13,Delhi,113345,,7998
2020-05-14,Delhi,119736,,8470
2020-05-15,Delhi,125189,,8895
2020-05-16,Delhi,130845,,9333
2020-05-17,Delhi,135791,,9755
2020-05-18,Delhi,139727,,10054
2020-05-19,Delhi,145854,,10554
2020-05-20,Delhi,150282,,11088
2020-05-21,Delhi,154385,,11659
2020-05-22,Delhi,160255,,12319
2020-05-23,Delhi,165047,,12910
2020-05-24,Delhi,169873,,13418
2020-05-25,Delhi,174469,,14053
2020-05-26,Delhi,178579,,14465
2020-05-27,Delhi,184362,,15257
2020-05-28,Delhi,191977,,16281
2020-05-29,Delhi,199626,,17386
2020-05-30,Delhi,206739,,18549
2020-05-31,Delhi,212784,,19844
2020-06-01,Delhi,217537,,20834
2020-06-02,Delhi,223607,,22132
2020-06-03,Delhi,230145,,23645
2020-06-04,Delhi,236506,,25004
2020-06-05,Delhi,241693,,26334
2020-06-06,Delhi,246873,,27654
2020-04-02,Goa,220,197,5
2020-04-09,Goa,344,,7
2020-04-10,Goa,354,,7
2020-04-12,Goa,406,,7
2020-04-13,Goa,440,,7
2020-04-14,Goa,479,,7
2020-04-15,Goa,556,,7
2020-04-16,Goa,611,,7
2020-04-17,Goa,673,,7
2020-04-18,Goa,758,,7
2020-04-19,Goa,826,,7
2020-04-20,Goa,901,,7
2020-04-21,Goa,1004,,7
2020-04-22,Goa,1116,,7
2020-04-23,Goa,1206,,7
2020-04-27,Goa,1541,,7
2020-04-28,Goa,1776,,7
2020-04-29,Goa,1871,,7
2020-04-30,Goa,2031,,7
2020-05-01,Goa,2181,,7
2020-05-02,Goa,2372,,7
2020-05-03,Goa,2548,,7
2020-05-04,Goa,2899,,7
2020-05-05,Goa,3096,,7
2020-05-06,Goa,3411,,7
2020-05-08,Goa,4140,,7
2020-05-09,Goa,4524,,7
2020-05-10,Goa,4848,,7
2020-05-11,Goa,5307,,7
2020-05-14,Goa,6736,,7
2020-05-15,Goa,7304,,7
2020-05-16,Goa,8011,,20
2020-05-17,Goa,8785,,29
2020-05-18,Goa,8785,,29
2020-05-19,Goa,9549,,46
2020-05-20,Goa,10136,,50
2020-05-21,Goa,10859,,52
2020-05-22,Goa,11362,,54
2020-05-23,Goa,11945,,55
2020-05-24,Goa,12499,,66
2020-05-25,Goa,12860,,67
2020-05-26,Goa,13303,,67
2020-05-27,Goa,13911,,68
2020-05-28,Goa,14782,,69
2020-05-29,Goa,16141,,69
2020-05-30,Goa,17871,,70
2020-05-31,Goa,19491,,71
2020-06-01,Goa,20780,,73
2020-06-02,Goa,22378,,79
2020-06-03,Goa,23816,,126
2020-06-04,Goa,25300,,166
2020-06-05,Goa,26208,,196
2020-06-06,Goa,27402,26284,267
2020-04-08,Gujarat,4224,3905,186
2020-04-10,Gujarat,7718,7237,378
2020-04-11,Gujarat,9763,8888,468
2020-04-12,Gujarat,11715,10867,516
2020-04-13,Gujarat,14251,12970,572
2020-04-14,Gujarat,14980,14363,617
2020-04-15,Gujarat,19197,18431,766
2020-04-16,Gujarat,20903,19974,929
2020-04-17,Gujarat,23483,22339,1099
2020-04-18,Gujarat,26102,24726,1376
2020-04-19,Gujarat,29104,27361,1743
2020-04-20,Gujarat,33316,31377,1939
2020-04-21,Gujarat,36829,34651,2178
2020-04-22,Gujarat,39421,37014,2407
2020-04-23,Gujarat,42384,39760,2624
2020-04-24,Gujarat,46743,41007,2815
2020-04-25,Gujarat,48315,45254,3061
2020-04-26,Gujarat,51091,47790,3301
2020-04-27,Gujarat,53575,50028,3547
2020-04-28,Gujarat,56101,52327,3774
2020-04-29,Gujarat,59488,55406,4082
2020-04-30,Gujarat,64007,59612,4395
2020-05-01,Gujarat,68774,64053,4721
2020-05-02,Gujarat,74116,69062,5054
2020-05-03,Gujarat,80060,74632,5428
2020-05-04,Gujarat,84648,78844,5804
2020-05-05,Gujarat,89632,83387,6245
2020-05-06,Gujarat,95191,88566,6625
2020-05-07,Gujarat,100553,93540,7013
2020-05-08,Gujarat,105386,97984,7403
2020-05-09,Gujarat,109650,101853,7797
2020-05-10,Gujarat,113493,105298,8195
2020-05-11,Gujarat,116470,107929,8541
2020-05-12,Gujarat,119536,110633,8903
2020-05-13,Gujarat,122297,113029,9268
2020-05-14,Gujarat,124708,115117,9591
2020-05-15,Gujarat,127859,117927,9932
2020-05-16,Gujarat,138407,127418,10989
2020-05-17,Gujarat,143600,132220,11380
2020-05-18,Gujarat,148824,137078,11746
2020-05-19,Gujarat,154674,142533,12141
2020-05-20,Gujarat,160772,148233,12539
2020-05-21,Gujarat,166152,153242,12910
2020-05-22,Gujarat,172562,159289,13273
2020-05-23,Gujarat,178068,164399,13669
2020-05-24,Gujarat,182868,168806,14056
2020-05-25,Gujarat,186361,171893,14468
2020-05-26,Gujarat,189313,,14821
2020-05-27,Gujarat,193863,,15203
2020-05-28,Gujarat,198048,,15572
2020-05-29,Gujarat,201481,,15944
2020-05-30,Gujarat,205780,,16356
2020-05-31,Gujarat,211930,,16794
2020-06-01,Gujarat,216258,,17217
2020-06-02,Gujarat,221610,,17632
2020-06-03,Gujarat,227898,,18117
2020-06-04,Gujarat,233921,,18609
2020-06-05,Gujarat,239911,,19119
2020-06-06,Gujarat,245606,,19617
2020-04-03,Haryana,1325,938,44
2020-04-07,Haryana,2520,1821,141
2020-04-08,Haryana,2650,1885,153
2020-04-09,Haryana,2964,2017,156
2020-04-10,Haryana,3527,2447,162
2020-04-11,Haryana,3663,2472,165
2020-04-12,Haryana,3903,2513,181
2020-04-13,Haryana,4489,2961,182
2020-04-14,Haryana,5210,3681,184
2020-04-15,Haryana,7388,5581,190
2020-04-16,Haryana,8064,6465,214
2020-04-17,Haryana,8884,7148,223
2020-04-18,Haryana,10454,8093,232
2020-04-19,Haryana,12687,10230,250
2020-04-20,Haryana,13894,11523,251
2020-04-21,Haryana,14562,12253,255
2020-04-22,Haryana,15561,13397,264
